"BACT_628","Helicobacter hepaticus ATCC 51449"
"VIRL_1016","Peruvian horse sickness virus segment 6"
"VIRL_1012","Peruvian horse sickness virus segment 7"
"VIRL_1014","Peruvian horse sickness virus segment 8"
"VIRL_1015","Peruvian horse sickness virus segment 9"
"VIRL_2921","Peste-des-petits-ruminants virus"
"VIRL_2247","Pestivirus Giraffe-1"
"VIRL_1265","Petunia vein clearing virus"
"VIRL_1713","Phage cdtI"
"VIRL_3553","Phage Gifsy-1"
"VIRL_3552","Phage Gifsy-2"
"VIRL_2043","Phage phiJL001"
"VIRL_2696","Phaius virus X"
"VIRL_464","Phlebiopsis gigantea mycovirus dsRNA 1"
"VIRL_1668","Phlox Virus B"
"VIRL_1718","Phlox virus S"
"VIRL_678","Phocoena spinipinnis papillomavirus"
"VIRL_3528","Phormidium phage Pf-WMP3"
"VIRL_1909","Phormidium phage Pf-WMP4"
"VIRL_1204","Phthorimaea operculella granulovirus"
"VIRL_2271","Physalis mottle virus"
"VIRL_2026","Phytophthora endornavirus 1"
"VIRL_949","Phytophthora infestans RNA virus 1 RNA1"
"VIRL_948","Phytophthora infestans RNA virus 1 RNA2A"
"VIRL_1169","Pichinde virus"
"VIRL_1170","Pichinde virus L RNA"
"VIRL_804","Pieris rapae granulovirus"
"VIRL_1330","Pineapple mealybug wilt-associated virus 1"
"VIRL_1124","Pirital virus segment L"
"VIRL_2955","Pirital virus segment S"
"VIRL_1511","Planaria asexual strain-specific virus-like element type 1 large DNA segment"
"VIRL_1512","Planaria asexual strain-specific virus-like element type 1 small DNA segment"
"VIRL_915","Planococcus citri densovirus"
"VIRL_3158","Plantago asiatica mosaic virus"
"VIRL_3517","Plantago mottle virus"
"VIRL_3504","Plautia stali intestine virus"
"VIRL_986","Pleurotus ostreatus virus 1 RNA-1"
"VIRL_1087","Pleurotus ostreatus virus 1 RNA-2"
"VIRL_1667","Plum bark necrosis and stem pitting-associated virus"
"VIRL_3473","Plum pox virus"
"VIRL_1249","Plutella xylostella granulovirus"
"VIRL_3664","Plutella xylostella multiple nucleopolyhedrovirus"
"VIRL_973","Pneumonia virus of mice J3666"
"VIRL_3524","Poinsettia cryptic virus"
"VIRL_1529","Poinsettia mosaic virus"
"VIRL_3453","Poliovirus sp"
"VIRL_98","Polyomavirus HPyV6"
"VIRL_97","Polyomavirus HPyV7"
"VIRL_1131","Poplar mosaic virus"
"VIRL_2080","Porcine adenovirus A"
"VIRL_2440","Porcine adenovirus C"
"VIRL_1354","Porcine adenovirus C"
"VIRL_56","Porcine circovirus 1"
"VIRL_210","Porcine circovirus 2"
"VIRL_41","Porcine circovirus Canada-2010a"
"VIRL_374","Porcine endogenous retrovirus E"
"VIRL_1253","Porcine enteric sapovirus"
"VIRL_1210","Porcine enterovirus 8"
"VIRL_3062","Porcine enterovirus B"
"VIRL_3288","Porcine epidemic diarrhea virus"
"VIRL_1034","Porcine hemagglutinating encephalomyelitis virus"
"VIRL_829","Porcine kobuvirus swine/S-1-HUN/2007/Hungary"
"VIRL_3428","Porcine parvovirus"
"VIRL_313","Porcine respiratory and reproductive syndrome virus"
"VIRL_1690","Porcine rubulavirus"
"VIRL_3137","Porcine teschovirus 1"
"VIRL_1887","Possum enterovirus W1"
"VIRL_1886","Possum enterovirus W6"
"VIRL_1891","Potato apical leaf curl disease-associated satellite DNA beta"
"VIRL_3609","Potato aucuba mosaic virus"
"VIRL_1318","Potato latent virus"
"VIRL_1345","Potato leafroll virus"
"VIRL_2430","Potato mop-top virus RNA 1"
"VIRL_214","Potato mop-top virus RNA 2"
"VIRL_2429","Potato mop-top virus RNA 3"
"VIRL_2808","Potato rough dwarf virus"
"VIRL_3132","Potato virus A"
"VIRL_3489","Potato virus M"
"VIRL_2891","Potato virus S"
"VIRL_1603","Potato virus T"
"VIRL_1492","Potato virus V"
"VIRL_2743","Potato virus X"
"VIRL_3441","Potato virus Y"
"VIRL_2355","Potato yellow mosaic Panama virus DNA A"
"VIRL_2354","Potato yellow mosaic Panama virus DNA B"
"VIRL_2131","Potato yellow mosaic Trinidad virus DNA A"
"VIRL_2128","Potato yellow mosaic Trinidad virus DNA B"
"VIRL_3396","Potato yellow mosaic virus DNA A"
"VIRL_3395","Potato yellow mosaic virus DNA B"
"VIRL_2065","Potato yellow vein virus"
"VIRL_2930","Potato yellow vein virus"
"VIRL_2066","Potato yellow vein virus segment 3"
"VIRL_3373","Pothos latent virus"
"VIRL_3221","Powassan virus"
"VIRL_1368","Primula malacoides virus China/Mar2007 RNA 1"
"VIRL_1367","Primula malacoides virus China/Mar2007 RNA 2"
"VIRL_622","Prochlorococcus phage P-SSM2"
"VIRL_621","Prochlorococcus phage P-SSM4"
"VIRL_2570","Prochlorococcus phage P-SSP7"
"VIRL_605","Procyon lotor papillomavirus type 1"
"VIRL_1503","Propionibacterium phage B5"
"VIRL_1553","Propionibacterium phage PA6"
"VIRL_275","Providence virus"
"VIRL_1945","Prune dwarf virus"
"VIRL_1150","Prune dwarf virus chromosome RNA1"
"VIRL_1151","Prune dwarf virus RNA2"
"VIRL_1480","Prunus necrotic ringspot virus RNA 1"
"VIRL_1479","Prunus necrotic ringspot virus RNA 2"
"VIRL_3065","Prunus necrotic ringspot virus RNA 3"
"VIRL_808","Pseudaletia unipuncta granulovirus"
"VIRL_692","Pseudoalteromonas phage PM2"
"VIRL_438","Pseudocowpox virus"
"VIRL_1436","Pseudomonas phage 119X"
"VIRL_2729","Pseudomonas phage 14-1"
"VIRL_3638","Pseudomonas phage 201phi2-1"
"VIRL_1437","Pseudomonas phage 73"
"VIRL_2056","Pseudomonas phage B3"
"VIRL_1523","Pseudomonas phage D3"
"VIRL_2589","Pseudomonas phage D3112"
"VIRL_2543","Pseudomonas phage DMS3"
"VIRL_1976","Pseudomonas phage EL"
"VIRL_1438","Pseudomonas phage F10"
"VIRL_1449","Pseudomonas phage F116"
"VIRL_1433","Pseudomonas phage F8"
"VIRL_1477","Pseudomonas phage gh-1"
"VIRL_531","Pseudomonas phage LBL3"
"VIRL_979","Pseudomonas phage LIT1"
"VIRL_2526","Pseudomonas phage LKA1"
"VIRL_2527","Pseudomonas phage LKD16"
"VIRL_530","Pseudomonas phage LMA2"
"VIRL_2524","Pseudomonas phage LUZ19"
"VIRL_1655","Pseudomonas phage LUZ24"
"VIRL_980","Pseudomonas phage LUZ7"
"VIRL_1434","Pseudomonas phage M6"
"VIRL_2532","Pseudomonas phage MP22"
"VIRL_508","Pseudomonas phage MP29"
"VIRL_509","Pseudomonas phage MP38"
"VIRL_1435","Pseudomonas phage PA11"
"VIRL_2682","Pseudomonas phage PAJU2"
"VIRL_2078","Pseudomonas phage PaP2"
"VIRL_2142","Pseudomonas phage PaP3"
"VIRL_2716","Pseudomonas phage PB1"
"VIRL_2639","Pseudomonas phage Pf1"
"VIRL_735","Pseudomonas phage Pf3"
"VIRL_2606","Pseudomonas phage phi-12 segment L"
"VIRL_2605","Pseudomonas phage phi-12 segment M"
"VIRL_1571","Pseudomonas phage phi-12 segment S"
"VIRL_2607","Pseudomonas phage phi-13 segment M"
"VIRL_3630","Pseudomonas phage phi-13 segment S"
"VIRL_12","Pseudomonas phage phi-2"
"VIRL_2610","Pseudomonas phage phi-6 segment L"
"VIRL_3216","Pseudomonas phage phi-6 segment M"
"VIRL_3217","Pseudomonas phage phi-6 segment S"
"VIRL_2316","Pseudomonas phage phi-8 segment M"
"VIRL_1484","Pseudomonas phage phi13 segment L"
"VIRL_501","Pseudomonas phage phi2954 segment L"
"VIRL_1593","Pseudomonas phage phi2954 segment M"
"VIRL_1592","Pseudomonas phage phi2954 segment S"
"VIRL_2617","Pseudomonas phage phi8 segment L"
"VIRL_3591","Pseudomonas phage phi8 segment S"
"VIRL_680","Pseudomonas phage phiCTX"
"VIRL_497","Pseudomonas phage phikF77"
"VIRL_2590","Pseudomonas phage phiKMV"
"VIRL_2133","Pseudomonas phage phiKZ"
"VIRL_2633","Pseudomonas phage PP7"
"VIRL_2547","Pseudomonas phage PRR1"
"VIRL_2506","Pseudomonas phage PT2"
"VIRL_2507","Pseudomonas phage PT5"
"VIRL_506","Pseudomonas phage SN"
"VIRL_13","Pseudomonas phage YuA"
"VIRL_353","Psittacid herpesvirus 1"
"VIRL_671","Psittacus erithacus timneh papillomavirus"
"VIRL_846","Pumpkin yellow mosaic Malaysia virus DNA A"
"VIRL_1465","Puumala virus segment L"
"VIRL_2990","Puumala virus segment M"
"VIRL_2989","Puumala virus segment S"
"VIRL_639","Pyrobaculum spherical virus"
"VIRL_1694","Pyrococcus abyssi virus 1"
"VIRL_1420","Quang Binh virus"
"VIRL_2728","Rabbit calicivirus Australia 1 MIC-07"
"VIRL_690","Rabbit fibroma virus"
"VIRL_3451","Rabbit hemorrhagic disease virus-FRG"
"VIRL_687","Rabbit oral papillomavirus"
"VIRL_1893","Rabbit vesivirus"
"VIRL_3452","Rabies virus"
"VIRL_1195","Rachiplusia ou MNPV"
"VIRL_37","Radish leaf curl virus"
"VIRL_2790","Radish leaf curl virus satellite DNA beta"
"VIRL_866","Radish leaf curl virus segment A"
"VIRL_2766","Radish mosaic virus RNA1"
"VIRL_2765","Radish mosaic virus RNA2"
"VIRL_2094","Ralstonia phage p12J"
"VIRL_563","Ralstonia phage phiRSA1"
"VIRL_529","Ralstonia phage RSB1"
"VIRL_538","Ralstonia phage RSL1"
"VIRL_1894","Ralstonia phage RSM1"
"VIRL_835","Ralstonia phage RSM3"
"VIRL_2545","Ralstonia phage RSS1"
"VIRL_858","Ramie mosaic virus DNA-A"
"VIRL_857","Ramie mosaic virus DNA-B"
"VIRL_584","Ranid herpesvirus 1"
"VIRL_585","Ranid herpesvirus 2"
"VIRL_3662","Raphanus sativus cryptic virus 1 dsRNA 1"
"VIRL_2854","Raphanus sativus cryptic virus 1 dsRNA 2"
"VIRL_3657","Raphanus sativus cryptic virus 2 segment 1"
"VIRL_3656","Raphanus sativus cryptic virus 2 segment 2"
"VIRL_3655","Raphanus sativus cryptic virus 2 segment 3"
"VIRL_2727","Raphanus sativus cryptic virus 3 segment 1"
"VIRL_2726","Raphanus sativus cryptic virus 3 segment 2"
"VIRL_3608","Raspberry bushy dwarf virus RNA 1"
"VIRL_3204","Raspberry bushy dwarf virus RNA 2"
"VIRL_994","Raspberry leaf mottle virus"
"VIRL_2981","Raspberry ringspot virus RNA 2"
"VIRL_1132","Raspberry ringspot virus RNA1"
"VIRL_124","Rat coronavirus Parker"
"VIRL_471","Rattus norvegicus papillomavirus 1 EES-2009"
"VIRL_3413","Rauscher murine leukemia virus"
"VIRL_1906","Raven circovirus"
"VIRL_1678","RD114 retrovirus"
"VIRL_2231","Red clover mottle virus RNA 1"
"VIRL_2232","Red clover mottle virus RNA 2"
"VIRL_3196","Red clover necrotic mosaic virus RNA 1"
"VIRL_3183","Red clover necrotic mosaic virus RNA 2"
"VIRL_1362","Red clover vein mosaic virus"
"VIRL_2858","Redspotted grouper nervous necrosis virus RNA 1"
"VIRL_2857","Redspotted grouper nervous necrosis virus RNA 2"
"VIRL_1723","Rehmannia mosaic virus"
"VIRL_1316","Respiratory syncytial virus"
"VIRL_239","Reston ebolavirus"
"VIRL_1059","Reticuloendotheliosis virus"
"VIRL_706","Rhesus monkey papillomavirus 1"
"VIRL_787","Rhizobium phage 16-3"
"VIRL_365","Rhizoctonia solani virus 717 RNA1"
"VIRL_2213","Rhizoctonia solani virus RNA2"
"VIRL_45","Rhododendron virus A"
"VIRL_2416","Rhodothermus phage RM378"
"VIRL_1262","Rhopalosiphum padi virus"
"VIRL_864","Rhynchosia golden mosaic virus DNA A"
"VIRL_2651","Rhynchosia golden mosaic virus DNA B"
"VIRL_2673","Rhynchosia golden mosaic Yucatan virus DNA A"
"VIRL_2672","Rhynchosia golden mosaic Yucatan virus DNA B"
"VIRL_3344","Ribgrass mosaic virus"
"VIRL_3213","Rice black streaked dwarf virus segment 1"
"VIRL_3209","Rice black streaked dwarf virus segment 10"
"VIRL_3208","Rice black streaked dwarf virus segment 2"
"VIRL_3214","Rice black streaked dwarf virus segment 3"
"VIRL_3207","Rice black streaked dwarf virus segment 4"
"VIRL_3206","Rice black streaked dwarf virus segment 5"
"VIRL_3205","Rice black streaked dwarf virus segment 6"
"VIRL_3212","Rice black streaked dwarf virus segment 7"
"VIRL_3210","Rice black streaked dwarf virus segment 8"
"VIRL_3211","Rice black streaked dwarf virus segment 9"
"VIRL_3185","Rice dwarf virus segment 1"
"VIRL_3188","Rice dwarf virus segment 10"
"VIRL_3187","Rice dwarf virus segment 11"
"VIRL_311","Rice dwarf virus segment 12"
"VIRL_3184","Rice dwarf virus segment 2"
"VIRL_3186","Rice dwarf virus segment 3"
"VIRL_3193","Rice dwarf virus segment 4"
"VIRL_3192","Rice dwarf virus segment 5"
"VIRL_3191","Rice dwarf virus segment 6"
"VIRL_3194","Rice dwarf virus segment 7"
"VIRL_3190","Rice dwarf virus segment 8"
"VIRL_3189","Rice dwarf virus segment 9"
"VIRL_2823","Rice gall dwarf virus segment S1"
"VIRL_2828","Rice gall dwarf virus segment S10"
"VIRL_2825","Rice gall dwarf virus segment S11"
"VIRL_2819","Rice gall dwarf virus segment S12"
"VIRL_2826","Rice gall dwarf virus segment S2"
"VIRL_2827","Rice gall dwarf virus segment S3"
"VIRL_2822","Rice gall dwarf virus segment S4"
"VIRL_1719","Rice gall dwarf virus segment S5"
"VIRL_2821","Rice gall dwarf virus segment S6"
"VIRL_2820","Rice gall dwarf virus segment S7"
"VIRL_2829","Rice gall dwarf virus segment S8"
"VIRL_2824","Rice gall dwarf virus segment S9"
"VIRL_3368","Rice grassy stunt virus RNA 1"
"VIRL_3367","Rice grassy stunt virus RNA 2"
"VIRL_3366","Rice grassy stunt virus RNA 3"
"VIRL_3365","Rice grassy stunt virus RNA 4"
"VIRL_3364","Rice grassy stunt virus RNA 5"
"VIRL_3363","Rice grassy stunt virus RNA 6"
"VIRL_2228","Rice ragged stunt virus segment 1"
"VIRL_2223","Rice ragged stunt virus segment 10"
"VIRL_2227","Rice ragged stunt virus segment 2"
"VIRL_3200","Rice ragged stunt virus segment 3"
"VIRL_2221","Rice ragged stunt virus segment 4"
"VIRL_2224","Rice ragged stunt virus segment 5"
"VIRL_2226","Rice ragged stunt virus segment 6"
"VIRL_2222","Rice ragged stunt virus segment 7"
"VIRL_2225","Rice ragged stunt virus segment 8"
"VIRL_3195","Rice ragged stunt virus segment 9"
"VIRL_3197","Rice stripe virus RNA 1"
"VIRL_3198","Rice stripe virus RNA 2"
"VIRL_3182","Rice stripe virus RNA 3"
"VIRL_3199","Rice stripe virus RNA 4"
"VIRL_3405","Rice tungro bacilliform virus"
"VIRL_3439","Rice tungro spherical virus"
"VIRL_3445","Rice yellow mottle virus"
"VIRL_2312","Rice yellow mottle virus satellite"
"VIRL_2229","Rice yellow stunt virus"
"VIRL_152","Rift Valley fever virus segment L"
"VIRL_153","Rift Valley fever virus segment M"
"VIRL_154","Rift Valley fever virus segment S"
"VIRL_2924","Rinderpest virus (strain Kabete O)"
"VIRL_1574","Rio Bravo virus"
"VIRL_2782","Rose cryptic virus 1 RNA 1"
"VIRL_2781","Rose cryptic virus 1 RNA 2"
"VIRL_2780","Rose cryptic virus 1 RNA 3"
"VIRL_1623","Rose spring dwarf-associated virus"
"VIRL_1009","Rosellinia necatrix megabirnavirus 1/W779 segment L1"
"VIRL_1008","Rosellinia necatrix megabirnavirus 1/W779 segment L2"
"VIRL_2701","Rosellinia necatrix partitivirus 1-W8 segment 1"
"VIRL_2700","Rosellinia necatrix partitivirus 1-W8 segment 2"
"VIRL_1520","Roseobacter phage SIO1"
"VIRL_490","Roseophage DSS3P2"
"VIRL_491","Roseophage EE36P1"
"VIRL_1279","Ross River virus"
"VIRL_2956","Rosss goose hepatitis B virus"
"VIRL_2749","Rotavirus A segment 1"
"VIRL_2752","Rotavirus A segment 10"
"VIRL_2751","Rotavirus A segment 11"
"VIRL_2750","Rotavirus A segment 2"
"VIRL_2748","Rotavirus A segment 3"
"VIRL_2746","Rotavirus A segment 4"
"VIRL_2756","Rotavirus A segment 5"
"VIRL_2747","Rotavirus A segment 6"
"VIRL_2754","Rotavirus A segment 7"
"VIRL_2755","Rotavirus A segment 8"
"VIRL_2753","Rotavirus A segment 9"
"VIRL_2885","Rotavirus C segment 1"
"VIRL_2882","Rotavirus C segment 10"
"VIRL_2878","Rotavirus C segment 11"
"VIRL_1399","Rotavirus C segment 2"
"VIRL_2879","Rotavirus C segment 3"
"VIRL_2877","Rotavirus C segment 4"
"VIRL_2881","Rotavirus C segment 5"
"VIRL_1400","Rotavirus C segment 6"
"VIRL_2887","Rotavirus C segment 7"
"VIRL_2880","Rotavirus C segment 8"
"VIRL_2886","Rotavirus C segment 9"
"VIRL_26","Rotavirus D chicken/05V0049/DEU/2005 segment 1"
"VIRL_17","Rotavirus D chicken/05V0049/DEU/2005 segment 10"
"VIRL_16","Rotavirus D chicken/05V0049/DEU/2005 segment 11"
"VIRL_25","Rotavirus D chicken/05V0049/DEU/2005 segment 2"
"VIRL_24","Rotavirus D chicken/05V0049/DEU/2005 segment 3"
"VIRL_23","Rotavirus D chicken/05V0049/DEU/2005 segment 4"
"VIRL_22","Rotavirus D chicken/05V0049/DEU/2005 segment 5"
"VIRL_21","Rotavirus D chicken/05V0049/DEU/2005 segment 6"
"VIRL_20","Rotavirus D chicken/05V0049/DEU/2005 segment 7"
"VIRL_19","Rotavirus D chicken/05V0049/DEU/2005 segment 8"
"VIRL_18","Rotavirus D chicken/05V0049/DEU/2005 segment 9"
"VIRL_3485","Rous sarcoma virus"
"VIRL_580","Rousettus aegyptiacus papillomavirus type 1"
"VIRL_3450","Rubella virus"
"VIRL_2720","Rubus chlorotic mottle virus"
"VIRL_2694","Rudbeckia flower distortion virus"
"VIRL_3390","Rupestris stem pitting associated virus-1"
"VIRL_3416","Ryegrass mosaic virus"
"VIRL_3201","Ryegrass mottle virus"
"VIRL_1172","Sabia virus"
"VIRL_1106","Sabia virus segment L"
"VIRL_385","Sacbrood virus"
"VIRL_1487","Saccharomyces 20S RNA narnavirus"
"VIRL_1205","Saccharomyces 23S RNA narnavirus"
"VIRL_1267","Saccharomyces cerevisiae killer virus M1"
"VIRL_1217","Saccharomyces cerevisiae virus L-A (L1)"
"VIRL_1274","Saccharomyces cerevisiae virus L-BC (La)"
"VIRL_812","Saccharum streak virus"
"VIRL_1717","Saffold virus"
"VIRL_1535","Saguaro cactus virus"
"VIRL_742","Saimiriine herpesvirus 2"
"VIRL_110","Salivirus NG-J1"
"VIRL_2188","Salmon pancreas disease virus"
"VIRL_504","Salmonella enterica bacteriophage SE1"
"VIRL_475","Salmonella phage c341"
"VIRL_3544","Salmonella phage E1"
"VIRL_502","Salmonella phage epsilon34"
"VIRL_3640","Salmonella phage Fels-1"
"VIRL_1385","Salmonella phage KS5"
"VIRL_2519","Salmonella phage phiSG-JL2"
"VIRL_1720","Salmonella phage SETP3"
"VIRL_2714","Salmonella phage ST64B"
"VIRL_2917","Sapovirus C12 strain C12"
"VIRL_2927","Sapovirus Hu/Dresden/pJG-Sap01/DE"
"VIRL_2957","Sapovirus Mc10"
"VIRL_1003","SARS coronavirus"
"VIRL_768","SARS coronavirus Rs_672/2006"
"VIRL_2273","Satellite virus of maize white line mosaic virus"
"VIRL_1312","Satellites of Trichomonas vaginalis T1 virus"
"VIRL_3607","Satsuma dwarf virus RNA 1"
"VIRL_3636","Satsuma dwarf virus RNA 2"
"VIRL_2310","Scallion mosaic virus"
"VIRL_2309","Scallion virus X"
"VIRL_3603","Schizochytrium single-stranded RNA virus"
"VIRL_2731","Schlumbergera virus X"
"VIRL_2084","Sclerophthora macrospora virus A RNA 1"
"VIRL_2083","Sclerophthora macrospora virus A RNA 2"
"VIRL_2082","Sclerophthora macrospora virus A RNA 3"
"VIRL_2117","Sclerophthora macrospora virus B"
"VIRL_3678","Sclerotinia sclerotiorum debilitation-associated RNA virus"
"VIRL_259","Sclerotinia sclerotiorum hypovirulence associated DNA virus 1"
"VIRL_946","Sclerotinia sclerotiorum partitivirus S segment 1"
"VIRL_945","Sclerotinia sclerotiorum partitivirus S segment 2"
"VIRL_1030","Scotophilus bat coronavirus 512"
"VIRL_3519","Scrophularia mottle virus"
"VIRL_828","Sea turtle tornovirus 1"
"VIRL_1676","Seal picornavirus type 1"
"VIRL_3315","Semliki forest virus"
"VIRL_315","Sendai virus"
"VIRL_3557","Seneca valley virus"
"VIRL_2041","Senecio yellow mosaic virus"
"VIRL_2983","Seoul virus segment M"
"VIRL_2984","Seoul virus strain 80-39 segment S"
"VIRL_2982","Seoul virus strain Seoul 80-39 clone 1"
"VIRL_2837","Sepik virus"
"VIRL_2329","Sesbania mosaic virus"
"VIRL_2215","Shallot virus X"
"VIRL_2890","Shallot yellow stripe virus"
"VIRL_670","Sheeppox virus 17077-99"
"VIRL_1125","Sheldgoose hepatitis B virus"
"VIRL_978","Shigella phage phiSboM-AG3"
"VIRL_1237","Shrimp white spot syndrome virus"
"VIRL_2420","Sida golden mosaic Costa Rica virus DNA A"
"VIRL_2419","Sida golden mosaic Costa Rica virus DNA B"
"VIRL_2132","Sida golden mosaic Florida virus"
"VIRL_75","Sida golden mosaic Florida virus-Malvastrum DNA-A"
"VIRL_74","Sida golden mosaic Florida virus-Malvastrum DNA-B"
"VIRL_2124","Sida golden mosaic Honduras virus DNA A"
"VIRL_2123","Sida golden mosaic Honduras virus DNA B"
"VIRL_2356","Sida golden mosaic virus DNA-A"
"VIRL_3381","Sida golden mosaic virus DNA-B"
"VIRL_272","Sida golden mottle virus DNA-A"
"VIRL_273","Sida golden mottle virus DNA-B"
"VIRL_3040","Sida golden yellow vein virus"
"VIRL_2874","Sida leaf curl virus"
"VIRL_1702","Sida leaf curl virus satellite DNA beta"
"VIRL_2872","Sida leaf curl virus-associated DNA 1"
"VIRL_2873","Sida leaf curl virus-associated DNA beta"
"VIRL_2969","Sida micrantha mosaic virus segment A"
"VIRL_2968","Sida micrantha mosaic virus segment B"
"VIRL_1942","Sida mosaic Sinaloa virus DNA A"
"VIRL_1944","Sida mosaic Sinaloa virus DNA B"
"VIRL_1478","Sida mottle virus"
"VIRL_3039","Sida yellow mosaic virus"
"VIRL_2928","Sida yellow mosaic virus-[China]-associated DNA beta DNA beta"
"VIRL_1874","Sida yellow mosaic Yucatan virus DNA A"
"VIRL_1873","Sida yellow mosaic Yucatan virus DNA B"
"VIRL_332","Sida yellow vein disease associated DNA 1"
"VIRL_882","Sida yellow vein Madurai virus"
"VIRL_877","Sida yellow vein Vietnam virus DNA-A"
"VIRL_1701","Sida yellow vein Vietnam virus satellite DNA beta"
"VIRL_1697","Sida yellow vein Vietnam virus-associated DNA 1"
"VIRL_2122","Sida yellow vein virus DNA A"
"VIRL_3032","Sida yellow vein virus DNA B"
"VIRL_2021","Sida yellow vein virus-associated DNA beta"
"VIRL_890","Siegesbeckia yellow vein Guangxi virus"
"VIRL_2853","Siegesbeckia yellow vein virus-[GD13]"
"VIRL_2852","Siegesbeckia yellow vein virus-[GD13]-associated DNA beta"
"VIRL_150","Simian adenovirus 1"
"VIRL_3308","Simian adenovirus 21"
"VIRL_3307","Simian adenovirus 25"
"VIRL_1310","Simian adenovirus 3"
"VIRL_601","Simian agent 12"
"VIRL_2185","Simian enterovirus A"
"VIRL_1549","Simian enterovirus SV19"
"VIRL_1548","Simian enterovirus SV43"
"VIRL_1547","Simian enterovirus SV6"
"VIRL_2501","Simian foamy virus"
"VIRL_1620","Simian foamy virus 3"
"VIRL_2439","Simian hemorrhagic fever virus"
"VIRL_2482","Simian immunodeficiency virus"
"VIRL_1191","Simian immunodeficiency virus SIV-mnd 2"
"VIRL_1192","Simian picornavirus 1"
"VIRL_1431","Simian picornavirus 17"
"VIRL_755","Simian picornavirus strain N125"
"VIRL_754","Simian picornavirus strain N203"
"VIRL_47","Simian retrovirus 4"
"VIRL_130","Simian T-cell lymphotropic virus 6"
"VIRL_763","Simian T-lymphotropic virus 1"
"VIRL_3415","Simian T-lymphotropic virus 2"
"VIRL_1235","Simian T-lymphotropic virus 3"
"VIRL_500","Simian virus 12"
"VIRL_255","Simian virus 40"
"VIRL_2060","Simian virus 41"
"VIRL_216","Simian-Human immunodeficiency virus"
"VIRL_1178","Sin Nombre virus"
"VIRL_1180","Sin Nombre virus chromosome M segment"
"VIRL_1179","Sin Nombre virus chromosome S segment"
"VIRL_1278","Sindbis virus"
"VIRL_1099","Singapore grouper iridovirus"
"VIRL_1903","Siniperca chuatsi rhabdovirus"
"VIRL_1509","Sinorhizobium phage PBC5"
"VIRL_1506","Sleeping disease virus"
"VIRL_32","Slow bee paralysis virus"
"VIRL_3675","Small anellovirus 1"
"VIRL_2653","Small anellovirus 2"
"VIRL_1669","Snake adenovirus"
"VIRL_350","Snake parvovirus 1"
"VIRL_1147","Snakehead retrovirus"
"VIRL_1254","Snakehead rhabdovirus"
"VIRL_2952","Snow goose hepatitis B virus"
"VIRL_2556","Sodalis phage phiSG1"
"VIRL_100","Sodalis phage SO-1"
"VIRL_1416","Soft-shelled turtle iridovirus"
"VIRL_2449","Soil-borne cereal mosaic virus RNA1"
"VIRL_3362","Soil-borne cereal mosaic virus RNA2"
"VIRL_3383","Soil-borne wheat mosaic virus RNA1"
"VIRL_3382","Soil-borne wheat mosaic virus RNA2"
"VIRL_2198","Solanum nodiflorum mottle virus satellite RNA"
"VIRL_3604","Solenopsis invicta virus 1"
"VIRL_1706","Solenopsis invicta virus 2"
"VIRL_1360","Solenopsis invicta virus 3"
"VIRL_2381","Sonchus yellow net virus"
"VIRL_2178","Sorghum chlorotic spot virus RNA 1"
"VIRL_2426","Sorghum chlorotic spot virus RNA 2"
"VIRL_3133","Sorghum mosaic virus"
"VIRL_3175","South African cassava mosaic virus DNA A"
"VIRL_2212","South African cassava mosaic virus DNA B"
"VIRL_3129","Southern bean mosaic virus"
"VIRL_2380","Southern cowpea mosaic virus"
"VIRL_794","Southern tomato virus"
"VIRL_267","Soybean chlorotic blotch virus DNA A"
"VIRL_266","Soybean chlorotic blotch virus DNA B"
"VIRL_3424","Soybean chlorotic mottle virus"
"VIRL_2313","Soybean crinkle leaf virus"
"VIRL_3316","Soybean dwarf virus"
"VIRL_268","Soybean mild mottle virus"
"VIRL_312","Soybean mosaic virus"
"VIRL_1321","Soybean yellow mottle mosaic virus"
"VIRL_1257","Sphaeropsis sapinea RNA virus 1"
"VIRL_1256","Sphaeropsis sapinea RNA virus 2"
"VIRL_879","Spilanthes yellow vein virus DNA-A"
"VIRL_230","Spinach curly top virus"
"VIRL_2210","Spinach latent virus RNA 1"
"VIRL_213","Spinach latent virus RNA 2"
"VIRL_2209","Spinach latent virus RNA 3"
"VIRL_867","Spiroplasma kunkelii virus SkV1_CR2-3x"
"VIRL_2216","Spiroplasma phage 1-C74"
"VIRL_3536","Spiroplasma phage 1-R8A2B"
"VIRL_674","Spiroplasma phage 4"
"VIRL_3370","Spiroplasma phage SVTS2"
"VIRL_169","Spissistilus festinus virus 1"
"VIRL_2488","Spleen focus-forming virus"
"VIRL_384","Spodoptera exigua MNPV"
"VIRL_1322","Spodoptera frugiperda ascovirus 1a"
"VIRL_420","Spodoptera frugiperda MNPV virus"
"VIRL_966","Spodoptera litura granulovirus"
"VIRL_1239","Spodoptera litura NPV"
"VIRL_3494","Spodoptera litura nucleopolyhedrovirus II"
"VIRL_2166","Spring beauty latent virus RNA 1"
"VIRL_2165","Spring beauty latent virus RNA 2"
"VIRL_2164","Spring beauty latent virus RNA 3"
"VIRL_234","Spring viraemia of carp virus"
"VIRL_1601","Sputnik virophage"
"VIRL_139","Squash leaf curl China virus - [B] DNA B"
"VIRL_171","Squash leaf curl China virus - [B] DNA-A"
